ytid,start_time,class,set
3LiKX3jnhFY,96,cap gun shooting,train
3linUB5ot5k,91,missile launch,test
3LKAtzqEfLs,40,"female speech, woman speaking",train
1x1uHXEG89o,0,machine gun shooting,train
1X7xYiJBaow,260,chicken crowing,train
0nSSsDviBb0,68,air conditioning noise,test
0NSKjcHQ4Cw,30,printer printing,train
1xp2bkdhYTE,10,playing accordion,train
3lXNVqBnN5o,236,fire truck siren,train
0NQhj_mvLss,30,driving motorcycle,train
1XP6t4NAMls,70,church bell ringing,train
1xRTeu6Sd4c,64,civil defense siren,train
3lXNVqBnN5o,350,fire truck siren,train
0npr2t0o-xI,5,playing sitar,test
0npPPIFzX6c,30,male singing,train
1XTuTGf7cW0,221,playing bugle,train
0nPbMeub5HU,330,"railroad car, train wagon",test
0nozjFPHWUY,19,playing didgeridoo,train
0nozjFPHWUY,0,playing didgeridoo,train
1XTuTGf7cW0,444,playing bugle,train
0nMclz8bSrA,140,playing bongo,train
0nMclz8bSrA,49,playing bongo,train
0nm88Gua72g,20,ambulance siren,test
0nKWxlVzJp0,117,people marching,test
0nkQO0R2m-s,5,"engine accelerating, revving, vroom",train
1XLavdLvIoc,30,"male speech, man speaking",train
3lyhEzMvr4k,30,playing bass guitar,train
1XOf8RdxvKk,30,male singing,train
1XP6t4NAMls,78,church bell ringing,train
1XU1bh62Wzg,30,male singing,train
0nd-o7HL7wI,22,people marching,train
0NdIc2geEW0,30,"female speech, woman speaking",train
1XpJzqPCi2s,147,playing flute,train
1XUIa_Do8qk,0,playing cymbal,test
0ncFKS2XyGI,4,hail,train
0nbLjqV1t4E,30,playing electric guitar,train
1Xjn22L0jVU,10,"child speech, kid speaking",train
1xkZRUGpWY8,1,owl hooting,train
3LutgUIBc_w,154,penguins braying,train
3L-zuyZlGPk,30,"playing violin, fiddle",test
1XoHUTAzeG4,31,playing bass guitar,train
1xVbxdC1kbQ,27,playing electronic organ,test
0N3bFducxuc,30,dog bow-wow,test
3LvhHFzeo7E,120,sloshing water,train
1xVbxdC1kbQ,227,playing electronic organ,test
0MzZxQZVZcU,30,playing cello,train
0-mZYGykPJQ,30,"male speech, man speaking",train
0MZmfwOkmY4,9,opening or closing car doors,train
0MZkXDEgPDc,180,dinosaurs bellowing,train
1xwe8_27rZo,88,beat boxing,train
0mySctvwmfY,30,car passing by,train
0mykKjpSibM,323,blowtorch igniting,train
0mykKjpSibM,122,blowtorch igniting,train
1XwLROvpAhw,135,lathe spinning,train
0mXoMK4PvIw,11,goose honking,train
0mwLwWd93NY,30,female singing,test
0mxEjtnzUHs,73,slot machine,train
1XwLROvpAhw,320,lathe spinning,train
0mXoMK4PvIw,0,goose honking,train
1xt7Dxxu7F4,30,"pigeon, dove cooing",train
0MVyxhgwCqA,30,playing banjo,test
0MVpGi3PjaQ,30,playing acoustic guitar,train
0MuM1Nch4xY,30,"playing violin, fiddle",train
3M_ohr7o5W0,0,playing banjo,train
1xxjVt_3ni4,0,duck quacking,train
0-mtQXN5UFU,23,playing electronic organ,train
0m-tnleCDEE,50,chainsawing trees,train
1XjF-t2wvq4,330,"playing marimba, xylophone",train
1XjwssJT_ok,25,playing timpani,train
3m2e5LDJgL4,17,swimming,test
1xlxVluRoxA,50,"playing marimba, xylophone",train
3m2e5LDJgL4,58,swimming,train
1XO-VI3a0z8,30,"female speech, woman speaking",train
1xtcMJc4EhE,30,sliding door,train
1xYK8R2j2dg,30,orchestra,train
0mNO54fXkoI,59,cricket chirping,test
0mNO54fXkoI,43,cricket chirping,train
1XtnAQnS91c,6,hail,test
1xYVbq-g4yg,40,playing electric guitar,train
0MLdH_ddoJk,30,car passing by,train
0ml4dIfcnKg,30,driving buses,train
1XtnAQnS91c,17,hail,test
3M6F7RjIJeE,30,playing flute,test
0MJljXKW7Zo,233,parrot talking,train
0MJljXKW7Zo,47,parrot talking,train
1y02KwMoXWY,30,female singing,train
1y3N6Ek42Fo,70,police car (siren),test
1Y7CiJ6_m2Q,129,tractor digging,test
1Ybiv_mJlLk,358,fox barking,train
1YeHPbU6CsM,70,"playing marimba, xylophone",train
1YJBSfpC2bw,63,people whistling,train
0MIEAEOC-cY,30,playing acoustic guitar,train
0mHWHnbe9mc,243,lawn mowing,train
0mHWHnbe9mc,228,lawn mowing,train
1yJtskTCZQU,30,playing electric guitar,train
0mhcuNdfXXo,130,"engine accelerating, revving, vroom",train
3mde-8PTyQ8,30,"playing marimba, xylophone",train
-0MDgdtkV0k,44,police radio chatter,train
-0MDgdtkV0k,10,police radio chatter,test
1Y3zGxJShdA,5,planing timber,train
0McmdH07r7w,50,playing flute,train
0McMd6Fah8E,30,"playing violin, fiddle",train
0MbqYcPAnvw,30,playing acoustic guitar,train
0mbqh5N2olU,30,horse clip-clop,train
1XZv1BKL9Hw,694,lathe spinning,test
3MdwZotAEmI,30,playing electric guitar,train
1y1LO1oIwLM,30,"male speech, man speaking",train
1Y3zGxJShdA,61,planing timber,train
3me1oANNnw8,10,playing electric guitar,train
0M7y4YUMDt8,30,playing electric guitar,train
3M9iSik0lJc,40,driving motorcycle,train
3mAR1_BZuVo,30,sailing,train
0m1PgPJ9QPY,0,helicopter,train
0M0BF8Gaaz4,35,air conditioning noise,train
0M0BF8Gaaz4,25,air conditioning noise,test
0lzobPqA3TY,17,printer printing,train
0LZDVkBShCQ,40,police car (siren),train
1y5N6Eh8xsY,30,playing bass guitar,train
3MAUy-36G-Y,0,dog growling,test
1YgDFzxOhjI,30,female singing,train
0lXPYBYtBt0,30,playing banjo,train
0Lx2Uf7TvPQ,30,child singing,train
0lv-e1BetzM,80,ocean burbling,train
0Lut21jdMb8,76,playing tabla,train
-0LtujdJBYA,85,playing bass drum,train
0lTp2ch2d-w,30,playing electric guitar,test
3MAUy-36G-Y,10,dog growling,train
0LRrqxDqL6s,30,playing flute,train
3MfIe90lpEw,20,typing on computer keyboard,train
1y0x7mI_4nM,30,people farting,train
3m8jsjF_lYA,13,playing bassoon,train
3M9sRcOrj3E,38,telephone bell ringing,test
1yGhCQUn7GU,10,chicken crowing,test
1yNDulBLLXk,30,playing electric guitar,train
0loTD5XebiQ,20,people babbling,train
3MBsdrNVMCs,30,playing acoustic guitar,train
1yNEXQ_poO0,175,arc welding,train
0lnrlZAFYk8,30,playing electric guitar,train
3MGhulTykdM,30,playing electric guitar,train
1yNS46KX7KA,30,female singing,test
0LMhUWdtD_E,27,duck quacking,train
1yOaHPaw60Q,30,people sniggering,train
0llDv5Fv7BM,30,playing double bass,train
0LkI_mSlG2A,30,playing acoustic guitar,train
3mGMaY51ArM,380,people screaming,train
1yHrij1_yEc,15,fire crackling,train
0Lh74LIe2ys,30,"playing violin, fiddle",test
1Ybiv_mJlLk,73,fox barking,train
3Mh9gtdSeyM,469,people eating apple,train
1YimobkRMjs,50,bird wings flapping,train
3Mh9gtdSeyM,738,people eating apple,train
0lej0B9bL2U,30,"pigeon, dove cooing",train
1YJBSfpC2bw,50,people whistling,train
0leGeEYWKOM,18,"pigeon, dove cooing",train
0lDnY6pVqqY,12,fire truck siren,train
0lDi5WzL3Wk,0,driving buses,train
0LcRpzwseS4,8,playing harp,test
0LcRpzwseS4,0,playing harp,train
0LCJuezFrmA,25,playing glockenspiel,train
0LCJuezFrmA,5,playing glockenspiel,train
3mJ4dpNal_k,0,playing tympani,test
0lCEcTqwsD8,120,police car (siren),train
3mJ4dpNal_k,25,playing tympani,train
0LaTmJEM0d8,134,tapping guitar,train
0LaTmJEM0d8,120,tapping guitar,test
3MK31PrLjps,30,playing acoustic guitar,train
1YTxC9nym2M,30,car passing by,train
0l7MJxwgpco,105,typing on typewriter,test
0l7MJxwgpco,76,typing on typewriter,train
1yyBP3t7g90,52,playing harpsichord,test
0L6_rc9Li24,30,playing electric guitar,train
0L2nA82DB2w,130,"playing steel guitar, slide guitar",test
0L2nA82DB2w,67,"playing steel guitar, slide guitar",test
1YukDt0W1fc,266,lawn mowing,train
1yyBP3t7g90,184,playing harpsichord,train
0L1e71HZcwQ,20,playing drum kit,train
0l0I_XxKkJU,120,people cheering,test
0KZFZCig5Ws,30,playing french horn,test
1YukDt0W1fc,290,lawn mowing,train
0kXEaDSejT8,60,playing bass guitar,train
1yym4MiYTrs,30,"motorboat, speedboat acceleration",train
0kwwK5p15ug,30,playing cello,test
3MhoOCk6NRQ,30,wind noise,train
0kWOGp9vGgk,80,playing french horn,train
0KwjMTxNRd4,222,slot machine,test
1YzmI7S2AIY,30,playing bass guitar,train
0KVNdWwHfFU,30,playing acoustic guitar,train
1z_OVwG9Vww,46,playing mandolin,train
0KunQz2uzQ0,128,playing harp,test
1z_OVwG9Vww,203,playing mandolin,train
0ktrXv5sR4s,230,train horning,train
0ktMpJ2XwRk,36,playing trombone,train
0KsRafprQgQ,18,"cattle, bovinae cowbell",train
0kSgLMCXBdM,26,playing guiro,train
0Ksb8i6I5uw,30,driving buses,train
3MKvQB-GGFY,111,toilet flushing,train
0KRximLrxDw,480,playing cello,train
1y-VqQKv2Y8,160,playing vibraphone,train
0kr6675uL7s,30,male singing,train
3MmRWq2QJ6U,61,tornado roaring,train
1YqmTvXOwKs,246,church bell ringing,test
1yspVpMPlsM,30,playing acoustic guitar,test
1YVymi9pLWU,131,chicken clucking,train
1z0xM_uzZlM,30,"engine accelerating, revving, vroom",train
0kqEsCxruFQ,51,police radio chatter,train
0kqEsCxruFQ,37,police radio chatter,test
3mHpyPV88ng,605,playing mandolin,train
3MIb8jRyNQU,250,sailing,train
1yqzK5vYE28,223,playing congas,train
1y-SuFpGl4Q,248,playing bassoon,train
1YVymi9pLWU,144,chicken clucking,train
1z2EmcLouic,30,"playing violin, fiddle",train
0KNSkPmmqWg,467,playing accordion,train
0kN32Qh44SY,28,sheep bleating,test
0kN32Qh44SY,7,sheep bleating,train
1YqmTvXOwKs,32,church bell ringing,train
1yqzK5vYE28,288,playing congas,train
0kkin7Yv0rU,220,playing clarinet,train
0kJbkXtXToY,70,male singing,train
1Z3ciuA3Y3o,30,car passing by,train
-0kJ0SVWD7E,30,sheep bleating,train
3MoF8myFs8Y,0,wind noise,train
1z3TrNzmAaw,211,playing clarinet,train
0KImWsM9kCg,115,playing timpani,train
0KImWsM9kCg,59,playing timpani,test
1yr8hcBIthk,30,people whistling,train
1yT_eLIUV6A,30,playing electric guitar,train
1z3TrNzmAaw,251,playing clarinet,test
0kGVS6nRjgA,91,frog croaking,train
0kGVS6nRjgA,79,frog croaking,train
1Z3yGRTcKYU,124,playing harmonica,train
0kFvkGCHHro,230,playing cymbal,train
1Z3yGRTcKYU,164,playing harmonica,train
0KF9hWUOPO8,205,yodelling,test
0KF9hWUOPO8,130,yodelling,train
1Z4bwS-jM7E,0,firing muskets,train
0kEFHKA484Q,49,people burping,train
1Z4bwS-jM7E,104,firing muskets,train
0kdtRVdF2Zo,70,playing harp,train
1yWWDr99gvk,11,playing harpsichord,train
0kar1O-1Ckk,114,playing french horn,train
0kar1O-1Ckk,73,playing french horn,test
3mqTUwt_uyI,13,people booing,train
3-MSGfTyItc,30,playing acoustic guitar,train
1z92azKVmx4,8,typing on typewriter,train
0k6HplHWnos,250,"rowboat, canoe, kayak rowing",train
1zipNeytUiI,170,tap dancing,train
0K03POngRAY,199,police radio chatter,train
0K03POngRAY,47,police radio chatter,train
1zIYwPZSiQM,184,canary calling,train
0k-2Cxf7gtk,30,female singing,test
1zE6YNiqwrw,50,playing harp,test
1zjEw2SMdfU,1,volcano explosion,train
0jXvXdkhmOk,30,"playing violin, fiddle",train
1zjEw2SMdfU,29,volcano explosion,train
0jVvlyJKzQc,10,typing on computer keyboard,train
0jqJ3tFXOe0,30,female singing,train
0JqfXHgDqVc,30,"male speech, man speaking",test
0jPN5nGZ1zQ,30,playing acoustic guitar,train
0JmwhBQgF2k,60,turkey gobbling,test
0jm7DGynudE,8,"subway, metro, underground",train
0jM2IQ0f58I,30,female singing,train
0jlRvgyDAXU,30,playing acoustic guitar,train
1ZAiieYWhGk,36,singing bowl,test
1ZeuverPXEU,29,playing flute,train
0JIcv-DFwYM,30,"playing violin, fiddle",train
3MRJnog2mhw,14,magpie calling,test
1zAuAlICCY4,470,playing cello,train
3MRJnog2mhw,41,magpie calling,train
0jeLcHNUkDk,30,"female speech, woman speaking",train
3mRmaGQVD58,648,playing lacrosse,train
1zjyiznZSPY,30,car passing by,train
0JaJdfEOar0,280,toilet flushing,test
0jai7WnP5qE,30,playing electric guitar,train
3mRmaGQVD58,1042,playing lacrosse,train
1Zk1-49QJE8,99,barn swallow calling,train
0j9Hyz8a8CM,110,playing cello,train
1Zk1-49QJE8,111,barn swallow calling,train
0j2DH0NpCUw,30,playing bass guitar,train
0J_j8be_sCU,30,playing drum kit,train
0izT2gPbsok,30,playing electric guitar,train
3mRr7KsKCgc,165,people eating noodle,train
0iY8WQZ81Lg,310,female singing,train
0iVNCDS9-10,70,playing harp,train
1ZhMlgJEglM,246,parrot talking,train
0IV1IlzP5N4,30,male singing,train
0iuyj4W7v0k,30,playing bass drum,train
0iSY-w0-haA,220,playing trumpet,train
0IStDugr5uA,30,chainsawing trees,train
1ZhMlgJEglM,336,parrot talking,train
0IozzjLirMA,62,playing harp,train
1Z5PWDAmJas,88,civil defense siren,test
3MPS1rD7lzs,30,people sobbing,test
3mPTShE2fHo,122,playing clarinet,train
3mPTShE2fHo,151,playing clarinet,train
3MQCAAfZNl4,103,wood thrush calling,train
3MQPdxUZYWc,220,singing choir,train
0IkQZJsVJOg,30,"playing violin, fiddle",train
1zb-YReQwOw,30,playing electric guitar,train
1ZHUOVBPDeM,560,people screaming,train
0IIIR7dm2UQ,300,playing bass guitar,train
0IifN4Uij4w,58,playing cornet,test
0IifN4Uij4w,29,playing cornet,train
0ihU0MXB2uQ,30,"female speech, woman speaking",test
3MQCAAfZNl4,140,wood thrush calling,train
3mrXbPGfaA8,30,female singing,train
0ih7brz--Pw,26,sheep bleating,train
3MYL6R2wz6M,250,playing trumpet,train
0ig9g_-jXNY,53,playing clarinet,test
1ZLwb-HfntY,242,playing bassoon,train
0Ig7V9Zi5qI,30,playing acoustic guitar,train
0iFLrHercZU,192,playing snare drum,train
0iFLrHercZU,103,playing snare drum,train
3n_8G8fP8y4,74,firing muskets,train
0iEGWsFFelw,67,air conditioning noise,train
0iEg7FhIf0k,30,female singing,train
0Ie8yDSvM8A,12,playing harp,test
0ICYBKffe3Q,40,cricket chirping,train
0ICYBKffe3Q,29,cricket chirping,train
0ics7pTH64c,30,"rowboat, canoe, kayak rowing",test
0ICKYtF-yJs,30,horse clip-clop,test
1Zwc7Bt9O-w,34,playing bongo,test
0IBC9IhE85w,25,playing squash,train
1Zwc7Bt9O-w,47,playing bongo,train
0I95tgSzOpM,3,car engine knocking,test
0i84rueeIZE,30,playing double bass,train
0i64ZMyyqUo,19,"vehicle horn, car horn, honking",test
3MzcF3xNPT8,11,playing squash,train
3n_8G8fP8y4,231,firing muskets,train
3n1sm1ELQ8A,678,playing snare drum,train
3NbMgA6R5T0,18,people screaming,train
0i6N1xomFgU,30,female singing,test
3N4yIDfN-M8,48,rapping,train
1zpuRrxMBHk,30,playing acoustic guitar,train
3N4yIDfN-M8,120,rapping,train
3n768MgJd2Q,46,hail,train
3NcIWxDdTW0,50,dog growling,test
0I2IClwSY3E,199,people eating noodle,train
1zMB8Q5LMCE,50,playing electronic organ,train
3n1sm1ELQ8A,719,playing snare drum,train
3n05BjV7r7M,5,sliding door,train
3n768MgJd2Q,87,hail,train
3NcIWxDdTW0,61,dog growling,train
1zwPqUeXKVw,61,playing mandolin,train
0HXP7kqZzSU,111,playing bongo,train
0HXP7kqZzSU,47,playing bongo,train
3N5_BgS7y0U,10,playing piano,train
3ncqSfjo8U4,0,playing piano,train
1zwPqUeXKVw,72,playing mandolin,train
0HWIjjmpVtY,70,toilet flushing,train
1zsdib11Chw,12,running electric fan,test
1ZuRt2s2ceg,20,lions growling,test
0HTxaoHxF50,375,playing harp,train
1Zx25rhJjak,20,people marching,test
-0HTFjyC-SI,7,pheasant crowing,train
3ndMYIA6_1M,30,female singing,train
0hRx96iz2lg,134,tapping guitar,train
0hRjGR5csmY,30,male singing,train
0HrEiQCgCoM,14,playing harp,train
3NEOfClu6m8,50,playing bass guitar,train
0HqeYIREv8M,30,"subway, metro, underground",train
0hOorNAEqv0,0,skateboarding,test
1Zy85gln_Qk,63,playing sitar,test
0HocaaJEl9o,30,lawn mowing,train
1zV4suD9wBc,30,car passing by,train
1Zy85gln_Qk,93,playing sitar,train
0HmELJ6RgG0,340,dog bow-wow,test
0HmalXWJfEs,186,tractor digging,train
0HmalXWJfEs,120,tractor digging,train
0hlwts_lUSk,30,female singing,train
1Zsg0O7ro6s,130,male singing,train
1ZvCbhKx1vw,29,fireworks banging,train
3nG7T4p97HE,14,cheetah chirrup,train
0hKr15girHs,90,people marching,test
0hKr15girHs,59,people marching,test
0hKJhmgR5yY,141,church bell ringing,train
0hKJhmgR5yY,18,church bell ringing,train
0HKGijyndNM,261,playing hammond organ,train
3nG7T4p97HE,142,cheetah chirrup,train
1zYo3fBxQ1s,333,swimming,test
0hjGGwKJYMM,105,playing timpani,train
0hjGGwKJYMM,50,playing timpani,train
3nAJRVtDL4M,5,fire truck siren,test
1zYo3fBxQ1s,353,swimming,train
0Hie-xupbWg,404,cap gun shooting,train
0Hie-xupbWg,342,cap gun shooting,train
1ZpHuX_kVd0,201,smoke detector beeping,train
3N8-NYyyEX4,60,orchestra,test
3NAxMlARGqQ,30,male singing,test
-0hh8Yp02FU,49,skiing,train
0hgwYYQYILs,30,"playing violin, fiddle",train
0hgUjqfQ7kI,30,playing bass drum,train
3NKAsYX2kKA,74,people marching,train
0hF33RlhSl8,172,playing electronic organ,train
0hF33RlhSl8,19,playing electronic organ,train
0hEoO18EH6I,120,"subway, metro, underground",train
2_3-Ch7q_cs,155,playing timbales,train
3NKAsYX2kKA,90,people marching,train
3nOZJicBKkU,90,people coughing,train
0hdET5bXEwU,10,horse neighing,train
2_3-Ch7q_cs,180,playing timbales,train
3nkcxJ9bheI,9,car engine knocking,train
0hbWV3wGZS8,20,dog bow-wow,train
3NPW2tUdVa0,20,driving motorcycle,train
0hBSRGg_Ebc,30,playing drum kit,train
3NPZliUJ-Ac,30,male singing,train
0hbLwAJ5ChE,50,playing banjo,train
0hbhvP9qI2o,30,playing drum kit,test
2_7qbucji_0,0,arc welding,train
0HAOO7Erp8A,30,female singing,train
3NqV3u8pt0A,2,lions roaring,train
0HAbgAi0oGo,30,goose honking,train
2_8Bmzr9xz4,461,sliding door,train
0-H86ZEzNe4,22,playing electric guitar,train
0H37KzcFDT8,30,female singing,train
2_DY-BjzM8w,30,printer printing,train
0H7iesPsXjI,380,slot machine,train
3NL7ggomWmo,110,orchestra,train
3n--reua_a0,27,cat meowing,train
0h4ZlkBp8o0,15,playing didgeridoo,train
0H3muaefoQM,0,playing piano,train
0h2twJWygNI,36,playing harp,train
0h2twJWygNI,30,playing harp,train
0H0izirR2nc,30,skidding,train
0h_OK8EZHnA,30,playing electric guitar,test
2_gcAeeqzwQ,1,helicopter,train
0GZGwo7vJoY,54,"heart sounds, heartbeat",train
0GZGwo7vJoY,35,"heart sounds, heartbeat",test
0GZbu00-aMY,30,car passing by,train
2_GHk_SBYNo,334,missile launch,test
0Gz2Prxq9xI,30,female singing,test
0gXwifjwn8I,32,elk bugling,train
0GXGWyZCDLw,30,"engine accelerating, revving, vroom",train
1ZYWSfER3Jc,257,playing harmonica,train
1ZYztaKBVek,78,missile launch,train
3NUu54G-Yl8,30,"engine accelerating, revving, vroom",train
2_82Nuquy3A,407,airplane flyby,test
2_Gxk1n1Um4,402,playing gong,test
0gsEsqf4i74,280,playing harp,train
2_82Nuquy3A,518,airplane flyby,train
2_Gxk1n1Um4,417,playing gong,train
0GQpIqLHe6o,30,playing saxophone,test
0gQnoiBH0Cw,10,playing trombone,train
3nVUogDdJIc,95,playing bassoon,train
0GQL13Gul9U,33,playing cornet,train
0GQL13Gul9U,22,playing cornet,train
0g-OylI8Zr8,30,playing cello,train
0GOy-ffPru4,169,playing vibraphone,train
3nWeAosWK40,20,dog barking,train
2_ItcPhh67E,15,dog bow-wow,train
0GnK7YlRlBQ,190,"subway, metro, underground",train
0gmjKh4rxuA,30,"male speech, man speaking",train
0gkY8t5O7_A,30,playing acoustic guitar,test
2_JIKuVe5PM,133,lions roaring,train
0gkcUE3tE98,13,planing timber,train
3NxMXVzd6zs,18,warbler chirping,train
0GHQO8k2htg,0,chicken crowing,test
0GGyiTlCmi4,220,playing electric guitar,train
2_b-XVPpUd4,6,tractor digging,test
2_k8p3mvc5A,30,car passing by,train
0ge-wKTSBnE,20,"bird chirping, tweeting",train
3nnjFy3IZN0,110,police car (siren),train
2_b-XVPpUd4,16,tractor digging,train
2_kjJWlhxMU,40,"race car, auto racing",train
0gCZQ_QeWcs,332,tapping guitar,train
2A1GXxC9LFM,80,playing sitar,test
0GCP_KV3eCs,30,"subway, metro, underground",train
2A1GXxC9LFM,252,playing sitar,train
0gB3liqZO3Y,30,playing flute,train
3O8InHTYtk0,20,male singing,test
2a2LzcJ2Njo,340,people whispering,train
0ga0i1FSXZQ,35,coyote howling,train
0ga0i1FSXZQ,2,coyote howling,test
2_s2FSlwT5I,30,playing electric guitar,train
3O3fI8PU7AQ,186,chicken crowing,test
3o48OP_x0FQ,15,chimpanzee pant-hooting,train
2a3gE8DIzqU,70,playing harp,test
0G8ZGrenLtk,298,canary calling,train
0G8ZGrenLtk,248,canary calling,train
0g8z3NmZqiA,843,playing mandolin,train
0g8z3NmZqiA,697,playing mandolin,train
3O92j7ue-hE,30,chainsawing trees,train
2_VO7vgrm6Q,330,playing bass guitar,train
2_xuTtIXaNo,4,spraying water,train
2-8u8TBgRcc,224,playing steelpan,train
2a3IxFjev8g,348,playing mandolin,train
0g7LdehGzkc,30,playing acoustic guitar,train
2a3IxFjev8g,569,playing mandolin,train
0g3vTZkMo28,30,female singing,train
0G2NsQNup50,30,male singing,train
2a4Edl7MslM,30,playing clarinet,train
0G2C2jrNbak,40,playing banjo,train
0g1_MNDuI2A,30,"railroad car, train wagon",train
3O3S5SDlS4M,0,cheetah chirrup,train
2_Vyif4X_wE,0,bird squawking,test
2-8u8TBgRcc,336,playing steelpan,train
0fyutS3FMb4,127,playing table tennis,train
2a6AytwygrI,62,playing electronic organ,train
0fy834E0TkU,30,ambulance siren,train
0fXEHqlD1Hw,30,playing electric guitar,train
2_OMikTYNsE,19,sea lion barking,train
2_ooKikakQc,15,cheetah chirrup,train
2_STnL8sj2g,35,woodpecker pecking tree,train
2_ZU0gzxEmA,408,lighting firecrackers,train
2a6AytwygrI,100,playing electronic organ,test
0FtEyMW0l04,30,male singing,test
2_ZvlyiEbQo,30,printer printing,train
2-83TMbFnX4,0,"race car, auto racing",train
0FrYkfYcUbA,59,rope skipping,train
0fr57nOHOEU,40,toilet flushing,train
2_OMikTYNsE,31,sea lion barking,train
2_oWlFrhzK4,13,lions growling,test
2_STnL8sj2g,61,woodpecker pecking tree,train
2_WoWZxVPTE,30,stream burbling,train
2A6y9i_FdBo,28,playing mandolin,train
0fmenJx0z9c,12,civil defense siren,test
3obfBkNGtv4,249,golf driving,train
2-3UjvmlbCQ,141,train horning,train
2a_dlEUbFUk,30,people running,train
2A6y9i_FdBo,39,playing mandolin,test
0-FKIPJgAkE,39,coyote howling,train
0-FKIPJgAkE,29,coyote howling,train
0fIUmzUs9vw,10,skidding,train
2_L5-QLMebA,10,"railroad car, train wagon",train
3NYp1ocTkFo,30,"male speech, man speaking",train
3nzoAUAXB40,9,"engine accelerating, revving, vroom",test
3O3cORK941s,216,popping popcorn,train
2_tV06Cje5M,230,"playing marimba, xylophone",train
3O3cORK941s,294,popping popcorn,train
3o7ZM6B3YxU,30,ambulance siren,test
0fdwOEPfznk,30,playing acoustic guitar,train
2-5NusVgiz4,12,beat boxing,train
2a8dqgty1Sk,30,female singing,train
0fCvDXYSsyg,70,helicopter,train
2A8Jqx1GboM,245,driving snowmobile,test
0Fbuy5crxjE,30,playing french horn,train
0FBt2V_nGP0,30,"motorboat, speedboat acceleration",train
0FBhrBoaCO4,30,"male speech, man speaking",train
0FBFWPKJNIU,250,church bell ringing,test
0FAw_CcDPvY,323,singing bowl,test
0FaCl_VTHbU,30,male singing,train
3OGotlG4v0E,13,"ice cream truck, ice cream van",train
